trialidx,blockidx,answer,color,concept,ID,idx
25,15,0,"MP","angry","20231211-2207-ABS-q1tlbp9j",543
26,15,0,"LR","angry","20231211-2207-ABS-q1tlbp9j",544
27,15,0,"LH","angry","20231211-2207-ABS-q1tlbp9j",545
28,15,0,"MH","angry","20231211-2207-ABS-q1tlbp9j",546
29,15,0,"DB","angry","20231211-2207-ABS-q1tlbp9j",547
30,15,0,"MC","angry","20231211-2207-ABS-q1tlbp9j",548
31,15,0,"DC","angry","20231211-2207-ABS-q1tlbp9j",549
32,15,0,"SG","angry","20231211-2207-ABS-q1tlbp9j",550
33,15,0,"DG","angry","20231211-2207-ABS-q1tlbp9j",551
34,15,0,"BK","angry","20231211-2207-ABS-q1tlbp9j",552
35,15,0,"A1","angry","20231211-2207-ABS-q1tlbp9j",553
36,15,0,"DP","angry","20231211-2207-ABS-q1tlbp9j",554
37,15,0,"LG","angry","20231211-2207-ABS-q1tlbp9j",555
1,16,0,"SC","sad","20231211-2207-ABS-q1tlbp9j",556
2,16,0,"MO","sad","20231211-2207-ABS-q1tlbp9j",557
3,16,0,"MB","sad","20231211-2207-ABS-q1tlbp9j",558
4,16,0,"MC","sad","20231211-2207-ABS-q1tlbp9j",559
5,16,63,"SP","sad","20231211-2207-ABS-q1tlbp9j",560
6,16,0,"LR","sad","20231211-2207-ABS-q1tlbp9j",561
7,16,0,"LH","sad","20231211-2207-ABS-q1tlbp9j",562
8,16,0,"MG","sad","20231211-2207-ABS-q1tlbp9j",563
9,16,65,"MP","sad","20231211-2207-ABS-q1tlbp9j",564
10,16,63,"LP","sad","20231211-2207-ABS-q1tlbp9j",565
11,16,0,"DY","sad","20231211-2207-ABS-q1tlbp9j",566
12,16,100,"A2","sad","20231211-2207-ABS-q1tlbp9j",567
13,16,100,"A3","sad","20231211-2207-ABS-q1tlbp9j",568
14,16,100,"BK","sad","20231211-2207-ABS-q1tlbp9j",569
15,16,0,"SB","sad","20231211-2207-ABS-q1tlbp9j",570
16,16,100,"A1","sad","20231211-2207-ABS-q1tlbp9j",571
17,16,0,"LG","sad","20231211-2207-ABS-q1tlbp9j",572
18,16,0,"SR","sad","20231211-2207-ABS-q1tlbp9j",573
19,16,0,"SG","sad","20231211-2207-ABS-q1tlbp9j",574
20,16,0,"LY","sad","20231211-2207-ABS-q1tlbp9j",575
21,16,0,"LB","sad","20231211-2207-ABS-q1tlbp9j",576
22,16,0,"MH","sad","20231211-2207-ABS-q1tlbp9j",577
23,16,0,"DB","sad","20231211-2207-ABS-q1tlbp9j",578
24,16,0,"DH","sad","20231211-2207-ABS-q1tlbp9j",579
25,16,0,"DG","sad","20231211-2207-ABS-q1tlbp9j",580
26,16,0,"MR","sad","20231211-2207-ABS-q1tlbp9j",581
27,16,0,"LC","sad","20231211-2207-ABS-q1tlbp9j",582
28,16,100,"WH","sad","20231211-2207-ABS-q1tlbp9j",583
29,16,93,"DP","sad","20231211-2207-ABS-q1tlbp9j",584
30,16,0,"LO","sad","20231211-2207-ABS-q1tlbp9j",585
31,16,0,"MY","sad","20231211-2207-ABS-q1tlbp9j",586
32,16,0,"SY","sad","20231211-2207-ABS-q1tlbp9j",587
33,16,0,"DO","sad","20231211-2207-ABS-q1tlbp9j",588
34,16,0,"DC","sad","20231211-2207-ABS-q1tlbp9j",589
35,16,0,"SH","sad","20231211-2207-ABS-q1tlbp9j",590
36,16,0,"DR","sad","20231211-2207-ABS-q1tlbp9j",591
37,16,0,"SO","sad","20231211-2207-ABS-q1tlbp9j",592
1,1,0,"DP","lightning","20231212-2000-ABS-q5cii8e4",1
2,1,0,"DG","lightning","20231212-2000-ABS-q5cii8e4",2
3,1,0,"DC","lightning","20231212-2000-ABS-q5cii8e4",3
4,1,0,"LH","lightning","20231212-2000-ABS-q5cii8e4",4
5,1,0,"WH","lightning","20231212-2000-ABS-q5cii8e4",5
6,1,22,"LY","lightning","20231212-2000-ABS-q5cii8e4",6
7,1,0,"SP","lightning","20231212-2000-ABS-q5cii8e4",7
8,1,0,"A3","lightning","20231212-2000-ABS-q5cii8e4",8
9,1,0,"SH","lightning","20231212-2000-ABS-q5cii8e4",9
10,1,0,"DB","lightning","20231212-2000-ABS-q5cii8e4",10
11,1,0,"MB","lightning","20231212-2000-ABS-q5cii8e4",11
12,1,0,"MH","lightning","20231212-2000-ABS-q5cii8e4",12
13,1,0,"LB","lightning","20231212-2000-ABS-q5cii8e4",13
14,1,0,"LP","lightning","20231212-2000-ABS-q5cii8e4",14
15,1,0,"A2","lightning","20231212-2000-ABS-q5cii8e4",15
16,1,0,"BK","lightning","20231212-2000-ABS-q5cii8e4",16
17,1,0,"MC","lightning","20231212-2000-ABS-q5cii8e4",17
18,1,0,"DY","lightning","20231212-2000-ABS-q5cii8e4",18
19,1,0,"A1","lightning","20231212-2000-ABS-q5cii8e4",19
20,1,0,"SB","lightning","20231212-2000-ABS-q5cii8e4",20
21,1,0,"MG","lightning","20231212-2000-ABS-q5cii8e4",21
22,1,0,"LO","lightning","20231212-2000-ABS-q5cii8e4",22
23,1,0,"MR","lightning","20231212-2000-ABS-q5cii8e4",23
24,1,0,"MY","lightning","20231212-2000-ABS-q5cii8e4",24
25,1,0,"DH","lightning","20231212-2000-ABS-q5cii8e4",25
26,1,0,"MO","lightning","20231212-2000-ABS-q5cii8e4",26
27,1,0,"SG","lightning","20231212-2000-ABS-q5cii8e4",27
28,1,0,"SR","lightning","20231212-2000-ABS-q5cii8e4",28
29,1,0,"LC","lightning","20231212-2000-ABS-q5cii8e4",29
30,1,0,"MP","lightning","20231212-2000-ABS-q5cii8e4",30
31,1,0,"SO","lightning","20231212-2000-ABS-q5cii8e4",31
32,1,0,"SY","lightning","20231212-2000-ABS-q5cii8e4",32
33,1,0,"LR","lightning","20231212-2000-ABS-q5cii8e4",33
34,1,0,"DO","lightning","20231212-2000-ABS-q5cii8e4",34
35,1,0,"SC","lightning","20231212-2000-ABS-q5cii8e4",35
36,1,0,"DR","lightning","20231212-2000-ABS-q5cii8e4",36
37,1,0,"LG","lightning","20231212-2000-ABS-q5cii8e4",37
1,2,0,"SB","peach","20231212-2000-ABS-q5cii8e4",38
2,2,0,"DR","peach","20231212-2000-ABS-q5cii8e4",39
3,2,0,"DB","peach","20231212-2000-ABS-q5cii8e4",40
4,2,0,"A1","peach","20231212-2000-ABS-q5cii8e4",41
5,2,0,"SC","peach","20231212-2000-ABS-q5cii8e4",42
6,2,0,"MP","peach","20231212-2000-ABS-q5cii8e4",43
7,2,31,"LH","peach","20231212-2000-ABS-q5cii8e4",44
8,2,61,"LO","peach","20231212-2000-ABS-q5cii8e4",45
9,2,0,"MO","peach","20231212-2000-ABS-q5cii8e4",46
10,2,0,"MY","peach","20231212-2000-ABS-q5cii8e4",47
11,2,0,"MB","peach","20231212-2000-ABS-q5cii8e4",48
12,2,0,"DC","peach","20231212-2000-ABS-q5cii8e4",49
13,2,0,"MR","peach","20231212-2000-ABS-q5cii8e4",50
14,2,0,"A3","peach","20231212-2000-ABS-q5cii8e4",51
15,2,1,"DH","peach","20231212-2000-ABS-q5cii8e4",52
16,2,0,"A2","peach","20231212-2000-ABS-q5cii8e4",53
17,2,57,"SY","peach","20231212-2000-ABS-q5cii8e4",54
18,2,0,"DY","peach","20231212-2000-ABS-q5cii8e4",55
19,2,0,"DG","peach","20231212-2000-ABS-q5cii8e4",56
20,2,0,"LP","peach","20231212-2000-ABS-q5cii8e4",57
21,2,1,"WH","peach","20231212-2000-ABS-q5cii8e4",58
22,2,0,"LR","peach","20231212-2000-ABS-q5cii8e4",59
23,2,0,"SG","peach","20231212-2000-ABS-q5cii8e4",60
24,2,0,"LB","peach","20231212-2000-ABS-q5cii8e4",61
25,2,0,"SR","peach","20231212-2000-ABS-q5cii8e4",62
26,2,58,"LY","peach","20231212-2000-ABS-q5cii8e4",63
27,2,0,"DP","peach","20231212-2000-ABS-q5cii8e4",64
28,2,0,"MG","peach","20231212-2000-ABS-q5cii8e4",65
29,2,0,"MH","peach","20231212-2000-ABS-q5cii8e4",66
30,2,0,"LG","peach","20231212-2000-ABS-q5cii8e4",67
31,2,100,"SO","peach","20231212-2000-ABS-q5cii8e4",68
32,2,0,"BK","peach","20231212-2000-ABS-q5cii8e4",69
33,2,0,"SP","peach","20231212-2000-ABS-q5cii8e4",70
34,2,0,"SH","peach","20231212-2000-ABS-q5cii8e4",71
35,2,0,"LC","peach","20231212-2000-ABS-q5cii8e4",72
36,2,0,"DO","peach","20231212-2000-ABS-q5cii8e4",73
37,2,0,"MC","peach","20231212-2000-ABS-q5cii8e4",74
1,3,0,"MY","sad","20231212-2000-ABS-q5cii8e4",75
2,3,0,"MG","sad","20231212-2000-ABS-q5cii8e4",76
3,3,0,"LC","sad","20231212-2000-ABS-q5cii8e4",77
4,3,0,"LB","sad","20231212-2000-ABS-q5cii8e4",78
5,3,0,"MB","sad","20231212-2000-ABS-q5cii8e4",79
6,3,0,"LP","sad","20231212-2000-ABS-q5cii8e4",80
7,3,0,"LO","sad","20231212-2000-ABS-q5cii8e4",81
8,3,0,"SC","sad","20231212-2000-ABS-q5cii8e4",82
9,3,73,"A1","sad","20231212-2000-ABS-q5cii8e4",83
10,3,0,"LY","sad","20231212-2000-ABS-q5cii8e4",84
11,3,0,"SB","sad","20231212-2000-ABS-q5cii8e4",85
12,3,0,"DB","sad","20231212-2000-ABS-q5cii8e4",86
13,3,0,"DP","sad","20231212-2000-ABS-q5cii8e4",87
14,3,0,"MP","sad","20231212-2000-ABS-q5cii8e4",88
15,3,0,"A2","sad","20231212-2000-ABS-q5cii8e4",89
16,3,0,"MC","sad","20231212-2000-ABS-q5cii8e4",90
17,3,0,"WH","sad","20231212-2000-ABS-q5cii8e4",91
18,3,0,"MO","sad","20231212-2000-ABS-q5cii8e4",92
19,3,0,"DO","sad","20231212-2000-ABS-q5cii8e4",93
20,3,0,"LG","sad","20231212-2000-ABS-q5cii8e4",94
21,3,75,"A3","sad","20231212-2000-ABS-q5cii8e4",95
22,3,0,"DG","sad","20231212-2000-ABS-q5cii8e4",96
23,3,0,"DR","sad","20231212-2000-ABS-q5cii8e4",97
24,3,0,"MR","sad","20231212-2000-ABS-q5cii8e4",98
25,3,0,"SR","sad","20231212-2000-ABS-q5cii8e4",99
26,3,0,"MH","sad","20231212-2000-ABS-q5cii8e4",100
27,3,100,"BK","sad","20231212-2000-ABS-q5cii8e4",101
28,3,0,"SG","sad","20231212-2000-ABS-q5cii8e4",102
29,3,0,"SY","sad","20231212-2000-ABS-q5cii8e4",103
30,3,0,"SH","sad","20231212-2000-ABS-q5cii8e4",104
31,3,0,"DY","sad","20231212-2000-ABS-q5cii8e4",105
32,3,0,"SO","sad","20231212-2000-ABS-q5cii8e4",106
33,3,0,"DH","sad","20231212-2000-ABS-q5cii8e4",107
34,3,0,"DC","sad","20231212-2000-ABS-q5cii8e4",108
35,3,0,"LH","sad","20231212-2000-ABS-q5cii8e4",109
36,3,0,"SP","sad","20231212-2000-ABS-q5cii8e4",110
37,3,0,"LR","sad","20231212-2000-ABS-q5cii8e4",111
1,4,0,"SY","justice","20231212-2000-ABS-q5cii8e4",112
2,4,0,"SR","justice","20231212-2000-ABS-q5cii8e4",113
3,4,1,"DP","justice","20231212-2000-ABS-q5cii8e4",114
4,4,0,"BK","justice","20231212-2000-ABS-q5cii8e4",115
5,4,0,"A3","justice","20231212-2000-ABS-q5cii8e4",116
6,4,0,"SP","justice","20231212-2000-ABS-q5cii8e4",117
7,4,0,"WH","justice","20231212-2000-ABS-q5cii8e4",118
8,4,100,"DY","justice","20231212-2000-ABS-q5cii8e4",119
9,4,0,"LR","justice","20231212-2000-ABS-q5cii8e4",120
10,4,0,"MC","justice","20231212-2000-ABS-q5cii8e4",121
11,4,0,"LC","justice","20231212-2000-ABS-q5cii8e4",122
12,4,0,"MO","justice","20231212-2000-ABS-q5cii8e4",123
13,4,0,"LG","justice","20231212-2000-ABS-q5cii8e4",124
14,4,0,"DH","justice","20231212-2000-ABS-q5cii8e4",125
15,4,0,"LP","justice","20231212-2000-ABS-q5cii8e4",126
16,4,0,"SH","justice","20231212-2000-ABS-q5cii8e4",127
17,4,0,"DR","justice","20231212-2000-ABS-q5cii8e4",128
18,4,0,"A1","justice","20231212-2000-ABS-q5cii8e4",129
19,4,0,"MH","justice","20231212-2000-ABS-q5cii8e4",130
20,4,0,"MG","justice","20231212-2000-ABS-q5cii8e4",131
21,4,0,"SG","justice","20231212-2000-ABS-q5cii8e4",132
22,4,0,"SO","justice","20231212-2000-ABS-q5cii8e4",133
23,4,2,"LO","justice","20231212-2000-ABS-q5cii8e4",134
24,4,0,"DB","justice","20231212-2000-ABS-q5cii8e4",135
25,4,0,"LB","justice","20231212-2000-ABS-q5cii8e4",136
26,4,0,"MR","justice","20231212-2000-ABS-q5cii8e4",137
27,4,0,"SC","justice","20231212-2000-ABS-q5cii8e4",138
28,4,0,"MB","justice","20231212-2000-ABS-q5cii8e4",139
29,4,100,"DO","justice","20231212-2000-ABS-q5cii8e4",140
30,4,0,"DG","justice","20231212-2000-ABS-q5cii8e4",141
31,4,0,"MP","justice","20231212-2000-ABS-q5cii8e4",142
32,4,76,"MY","justice","20231212-2000-ABS-q5cii8e4",143
33,4,0,"DC","justice","20231212-2000-ABS-q5cii8e4",144
34,4,0,"SB","justice","20231212-2000-ABS-q5cii8e4",145
35,4,0,"A2","justice","20231212-2000-ABS-q5cii8e4",146
36,4,0,"LH","justice","20231212-2000-ABS-q5cii8e4",147
37,4,0,"LY","justice","20231212-2000-ABS-q5cii8e4",148
1,5,0,"SG","carrot","20231212-2000-ABS-q5cii8e4",149
2,5,0,"LP","carrot","20231212-2000-ABS-q5cii8e4",150
3,5,0,"WH","carrot","20231212-2000-ABS-q5cii8e4",151
4,5,0,"MP","carrot","20231212-2000-ABS-q5cii8e4",152
5,5,0,"SR","carrot","20231212-2000-ABS-q5cii8e4",153
6,5,0,"LB","carrot","20231212-2000-ABS-q5cii8e4",154
7,5,0,"SP","carrot","20231212-2000-ABS-q5cii8e4",155
8,5,0,"MH","carrot","20231212-2000-ABS-q5cii8e4",156
9,5,100,"SO","carrot","20231212-2000-ABS-q5cii8e4",157
10,5,0,"SY","carrot","20231212-2000-ABS-q5cii8e4",158
11,5,0,"DB","carrot","20231212-2000-ABS-q5cii8e4",159
12,5,0,"DR","carrot","20231212-2000-ABS-q5cii8e4",160
13,5,0,"MO","carrot","20231212-2000-ABS-q5cii8e4",161
14,5,0,"MC","carrot","20231212-2000-ABS-q5cii8e4",162
15,5,0,"LC","carrot","20231212-2000-ABS-q5cii8e4",163
16,5,0,"A2","carrot","20231212-2000-ABS-q5cii8e4",164
17,5,0,"LH","carrot","20231212-2000-ABS-q5cii8e4",165
18,5,0,"SB","carrot","20231212-2000-ABS-q5cii8e4",166
19,5,0,"LY","carrot","20231212-2000-ABS-q5cii8e4",167
20,5,0,"A3","carrot","20231212-2000-ABS-q5cii8e4",168
21,5,0,"DC","carrot","20231212-2000-ABS-q5cii8e4",169
22,5,0,"MB","carrot","20231212-2000-ABS-q5cii8e4",170
23,5,0,"DY","carrot","20231212-2000-ABS-q5cii8e4",171
24,5,0,"SC","carrot","20231212-2000-ABS-q5cii8e4",172
25,5,0,"LO","carrot","20231212-2000-ABS-q5cii8e4",173
26,5,1,"SH","carrot","20231212-2000-ABS-q5cii8e4",174
27,5,0,"LG","carrot","20231212-2000-ABS-q5cii8e4",175
28,5,0,"MY","carrot","20231212-2000-ABS-q5cii8e4",176
29,5,0,"A1","carrot","20231212-2000-ABS-q5cii8e4",177
30,5,0,"DH","carrot","20231212-2000-ABS-q5cii8e4",178
31,5,0,"DO","carrot","20231212-2000-ABS-q5cii8e4",179
32,5,0,"DG","carrot","20231212-2000-ABS-q5cii8e4",180
33,5,0,"DP","carrot","20231212-2000-ABS-q5cii8e4",181
34,5,0,"MG","carrot","20231212-2000-ABS-q5cii8e4",182
35,5,0,"MR","carrot","20231212-2000-ABS-q5cii8e4",183
36,5,0,"LR","carrot","20231212-2000-ABS-q5cii8e4",184
37,5,0,"BK","carrot","20231212-2000-ABS-q5cii8e4",185
1,6,0,"LB","comfort","20231212-2000-ABS-q5cii8e4",186
2,6,0,"BK","comfort","20231212-2000-ABS-q5cii8e4",187
3,6,0,"SO","comfort","20231212-2000-ABS-q5cii8e4",188
4,6,0,"SG","comfort","20231212-2000-ABS-q5cii8e4",189
5,6,1,"MR","comfort","20231212-2000-ABS-q5cii8e4",190
6,6,2,"MO","comfort","20231212-2000-ABS-q5cii8e4",191
7,6,0,"SY","comfort","20231212-2000-ABS-q5cii8e4",192
8,6,0,"SR","comfort","20231212-2000-ABS-q5cii8e4",193
9,6,0,"DO","comfort","20231212-2000-ABS-q5cii8e4",194
10,6,0,"DR","comfort","20231212-2000-ABS-q5cii8e4",195
11,6,0,"DY","comfort","20231212-2000-ABS-q5cii8e4",196
12,6,0,"SC","comfort","20231212-2000-ABS-q5cii8e4",197
13,6,0,"LY","comfort","20231212-2000-ABS-q5cii8e4",198
14,6,0,"SP","comfort","20231212-2000-ABS-q5cii8e4",199
15,6,1,"DC","comfort","20231212-2000-ABS-q5cii8e4",200
16,6,0,"DH","comfort","20231212-2000-ABS-q5cii8e4",201
17,6,0,"MG","comfort","20231212-2000-ABS-q5cii8e4",202
18,6,0,"LH","comfort","20231212-2000-ABS-q5cii8e4",203
19,6,0,"LC","comfort","20231212-2000-ABS-q5cii8e4",204
20,6,100,"WH","comfort","20231212-2000-ABS-q5cii8e4",205
21,6,0,"MP","comfort","20231212-2000-ABS-q5cii8e4",206
22,6,0,"DP","comfort","20231212-2000-ABS-q5cii8e4",207
23,6,2,"DG","comfort","20231212-2000-ABS-q5cii8e4",208
24,6,0,"A2","comfort","20231212-2000-ABS-q5cii8e4",209
25,6,0,"LP","comfort","20231212-2000-ABS-q5cii8e4",210
26,6,0,"A3","comfort","20231212-2000-ABS-q5cii8e4",211
27,6,0,"A1","comfort","20231212-2000-ABS-q5cii8e4",212
28,6,0,"MY","comfort","20231212-2000-ABS-q5cii8e4",213
29,6,0,"LO","comfort","20231212-2000-ABS-q5cii8e4",214
30,6,0,"LR","comfort","20231212-2000-ABS-q5cii8e4",215
31,6,0,"MC","comfort","20231212-2000-ABS-q5cii8e4",216
32,6,0,"MH","comfort","20231212-2000-ABS-q5cii8e4",217
33,6,0,"LG","comfort","20231212-2000-ABS-q5cii8e4",218
34,6,0,"SH","comfort","20231212-2000-ABS-q5cii8e4",219
35,6,0,"MB","comfort","20231212-2000-ABS-q5cii8e4",220
36,6,0,"DB","comfort","20231212-2000-ABS-q5cii8e4",221
37,6,0,"SB","comfort","20231212-2000-ABS-q5cii8e4",222
1,7,0,"MC","angry","20231212-2000-ABS-q5cii8e4",223
2,7,0,"SB","angry","20231212-2000-ABS-q5cii8e4",224
3,7,0,"LC","angry","20231212-2000-ABS-q5cii8e4",225
4,7,0,"SP","angry","20231212-2000-ABS-q5cii8e4",226
5,7,0,"SG","angry","20231212-2000-ABS-q5cii8e4",227
6,7,0,"MH","angry","20231212-2000-ABS-q5cii8e4",228
7,7,0,"MB","angry","20231212-2000-ABS-q5cii8e4",229
8,7,0,"DH","angry","20231212-2000-ABS-q5cii8e4",230
9,7,0,"MP","angry","20231212-2000-ABS-q5cii8e4",231
10,7,1,"SR","angry","20231212-2000-ABS-q5cii8e4",232
11,7,0,"SH","angry","20231212-2000-ABS-q5cii8e4",233
12,7,0,"MR","angry","20231212-2000-ABS-q5cii8e4",234
13,7,0,"DR","angry","20231212-2000-ABS-q5cii8e4",235
14,7,0,"LG","angry","20231212-2000-ABS-q5cii8e4",236
15,7,0,"DB","angry","20231212-2000-ABS-q5cii8e4",237
16,7,0,"SO","angry","20231212-2000-ABS-q5cii8e4",238
17,7,0,"DO","angry","20231212-2000-ABS-q5cii8e4",239
18,7,0,"LB","angry","20231212-2000-ABS-q5cii8e4",240
19,7,0,"DG","angry","20231212-2000-ABS-q5cii8e4",241
20,7,0,"DP","angry","20231212-2000-ABS-q5cii8e4",242
21,7,0,"BK","angry","20231212-2000-ABS-q5cii8e4",243
22,7,0,"SY","angry","20231212-2000-ABS-q5cii8e4",244
23,7,0,"DC","angry","20231212-2000-ABS-q5cii8e4",245
24,7,0,"DY","angry","20231212-2000-ABS-q5cii8e4",246
25,7,0,"LY","angry","20231212-2000-ABS-q5cii8e4",247
26,7,0,"MG","angry","20231212-2000-ABS-q5cii8e4",248
27,7,0,"A3","angry","20231212-2000-ABS-q5cii8e4",249
28,7,0,"A1","angry","20231212-2000-ABS-q5cii8e4",250
29,7,0,"LO","angry","20231212-2000-ABS-q5cii8e4",251
30,7,0,"LR","angry","20231212-2000-ABS-q5cii8e4",252
31,7,0,"LP","angry","20231212-2000-ABS-q5cii8e4",253
32,7,0,"SC","angry","20231212-2000-ABS-q5cii8e4",254
33,7,0,"LH","angry","20231212-2000-ABS-q5cii8e4",255
34,7,0,"MO","angry","20231212-2000-ABS-q5cii8e4",256
35,7,0,"A2","angry","20231212-2000-ABS-q5cii8e4",257
36,7,0,"MY","angry","20231212-2000-ABS-q5cii8e4",258
37,7,0,"WH","angry","20231212-2000-ABS-q5cii8e4",259
1,8,0,"SR","safety","20231212-2000-ABS-q5cii8e4",260
2,8,100,"DG","safety","20231212-2000-ABS-q5cii8e4",261
3,8,42,"DH","safety","20231212-2000-ABS-q5cii8e4",262
4,8,0,"BK","safety","20231212-2000-ABS-q5cii8e4",263
5,8,0,"MR","safety","20231212-2000-ABS-q5cii8e4",264
6,8,40,"MC","safety","20231212-2000-ABS-q5cii8e4",265
7,8,0,"LB","safety","20231212-2000-ABS-q5cii8e4",266
8,8,0,"LR","safety","20231212-2000-ABS-q5cii8e4",267
9,8,0,"MY","safety","20231212-2000-ABS-q5cii8e4",268
10,8,0,"DC","safety","20231212-2000-ABS-q5cii8e4",269
11,8,0,"LH","safety","20231212-2000-ABS-q5cii8e4",270
12,8,100,"SG","safety","20231212-2000-ABS-q5cii8e4",271
13,8,0,"LY","safety","20231212-2000-ABS-q5cii8e4",272
14,8,0,"LC","safety","20231212-2000-ABS-q5cii8e4",273
15,8,3,"A2","safety","20231212-2000-ABS-q5cii8e4",274
16,8,0,"SY","safety","20231212-2000-ABS-q5cii8e4",275
17,8,64,"LG","safety","20231212-2000-ABS-q5cii8e4",276
18,8,0,"MO","safety","20231212-2000-ABS-q5cii8e4",277
19,8,0,"SP","safety","20231212-2000-ABS-q5cii8e4",278
20,8,0,"DO","safety","20231212-2000-ABS-q5cii8e4",279
21,8,0,"MB","safety","20231212-2000-ABS-q5cii8e4",280
22,8,0,"DR","safety","20231212-2000-ABS-q5cii8e4",281
23,8,0,"MH","safety","20231212-2000-ABS-q5cii8e4",282
24,8,0,"LO","safety","20231212-2000-ABS-q5cii8e4",283
25,8,72,"SH","safety","20231212-2000-ABS-q5cii8e4",284
26,8,0,"DY","safety","20231212-2000-ABS-q5cii8e4",285
27,8,0,"WH","safety","20231212-2000-ABS-q5cii8e4",286
28,8,0,"SB","safety","20231212-2000-ABS-q5cii8e4",287
29,8,0,"MP","safety","20231212-2000-ABS-q5cii8e4",288
30,8,0,"A1","safety","20231212-2000-ABS-q5cii8e4",289
31,8,0,"SO","safety","20231212-2000-ABS-q5cii8e4",290
32,8,100,"MG","safety","20231212-2000-ABS-q5cii8e4",291
33,8,0,"A3","safety","20231212-2000-ABS-q5cii8e4",292
34,8,65,"SC","safety","20231212-2000-ABS-q5cii8e4",293
35,8,0,"DP","safety","20231212-2000-ABS-q5cii8e4",294
36,8,0,"LP","safety","20231212-2000-ABS-q5cii8e4",295
37,8,0,"DB","safety","20231212-2000-ABS-q5cii8e4",296
1,9,0,"MH","drought","20231212-2000-ABS-q5cii8e4",297
2,9,0,"LR","drought","20231212-2000-ABS-q5cii8e4",298
3,9,3,"BK","drought","20231212-2000-ABS-q5cii8e4",299
4,9,0,"A3","drought","20231212-2000-ABS-q5cii8e4",300
5,9,0,"SR","drought","20231212-2000-ABS-q5cii8e4",301
6,9,71,"MY","drought","20231212-2000-ABS-q5cii8e4",302
7,9,0,"A2","drought","20231212-2000-ABS-q5cii8e4",303
8,9,0,"MB","drought","20231212-2000-ABS-q5cii8e4",304
9,9,99,"DO","drought","20231212-2000-ABS-q5cii8e4",305
10,9,0,"DB","drought","20231212-2000-ABS-q5cii8e4",306
11,9,74,"MO","drought","20231212-2000-ABS-q5cii8e4",307
12,9,0,"DC","drought","20231212-2000-ABS-q5cii8e4",308
13,9,0,"LC","drought","20231212-2000-ABS-q5cii8e4",309
14,9,0,"LP","drought","20231212-2000-ABS-q5cii8e4",310
15,9,0,"DG","drought","20231212-2000-ABS-q5cii8e4",311
16,9,0,"MC","drought","20231212-2000-ABS-q5cii8e4",312
17,9,0,"SC","drought","20231212-2000-ABS-q5cii8e4",313
18,9,1,"MR","drought","20231212-2000-ABS-q5cii8e4",314
19,9,0,"MG","drought","20231212-2000-ABS-q5cii8e4",315
20,9,0,"A1","drought","20231212-2000-ABS-q5cii8e4",316
21,9,0,"MP","drought","20231212-2000-ABS-q5cii8e4",317
22,9,0,"LY","drought","20231212-2000-ABS-q5cii8e4",318
23,9,0,"SY","drought","20231212-2000-ABS-q5cii8e4",319
24,9,0,"DP","drought","20231212-2000-ABS-q5cii8e4",320
25,9,0,"LH","drought","20231212-2000-ABS-q5cii8e4",321
26,9,0,"SO","drought","20231212-2000-ABS-q5cii8e4",322
27,9,0,"LG","drought","20231212-2000-ABS-q5cii8e4",323
28,9,0,"SP","drought","20231212-2000-ABS-q5cii8e4",324
29,9,0,"SB","drought","20231212-2000-ABS-q5cii8e4",325
30,9,100,"LO","drought","20231212-2000-ABS-q5cii8e4",326
31,9,0,"SG","drought","20231212-2000-ABS-q5cii8e4",327
32,9,0,"WH","drought","20231212-2000-ABS-q5cii8e4",328
33,9,0,"DR","drought","20231212-2000-ABS-q5cii8e4",329
34,9,0,"DH","drought","20231212-2000-ABS-q5cii8e4",330
35,9,0,"LB","drought","20231212-2000-ABS-q5cii8e4",331
36,9,0,"DY","drought","20231212-2000-ABS-q5cii8e4",332
37,9,0,"SH","drought","20231212-2000-ABS-q5cii8e4",333
1,10,0,"LY","happy","20231212-2000-ABS-q5cii8e4",334
2,10,0,"DP","happy","20231212-2000-ABS-q5cii8e4",335
3,10,0,"MY","happy","20231212-2000-ABS-q5cii8e4",336
4,10,0,"BK","happy","20231212-2000-ABS-q5cii8e4",337
5,10,0,"DB","happy","20231212-2000-ABS-q5cii8e4",338
6,10,0,"DG","happy","20231212-2000-ABS-q5cii8e4",339
7,10,0,"SP","happy","20231212-2000-ABS-q5cii8e4",340
8,10,0,"MB","happy","20231212-2000-ABS-q5cii8e4",341
9,10,0,"A2","happy","20231212-2000-ABS-q5cii8e4",342
10,10,0,"SR","happy","20231212-2000-ABS-q5cii8e4",343
11,10,2,"LO","happy","20231212-2000-ABS-q5cii8e4",344
12,10,0,"DC","happy","20231212-2000-ABS-q5cii8e4",345
13,10,0,"MP","happy","20231212-2000-ABS-q5cii8e4",346
14,10,0,"LC","happy","20231212-2000-ABS-q5cii8e4",347
15,10,0,"MG","happy","20231212-2000-ABS-q5cii8e4",348
16,10,0,"WH","happy","20231212-2000-ABS-q5cii8e4",349
17,10,0,"SC","happy","20231212-2000-ABS-q5cii8e4",350
18,10,0,"A3","happy","20231212-2000-ABS-q5cii8e4",351
19,10,0,"A1","happy","20231212-2000-ABS-q5cii8e4",352
20,10,0,"MC","happy","20231212-2000-ABS-q5cii8e4",353
21,10,0,"DH","happy","20231212-2000-ABS-q5cii8e4",354
22,10,100,"LH","happy","20231212-2000-ABS-q5cii8e4",355
23,10,0,"LG","happy","20231212-2000-ABS-q5cii8e4",356
