participantId,trialId,trialOrder,responseId,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,parameters_responseId,parameters_expLang,parameters_taskid,parameters_plateIndex,parameters_correctResponse,parameters_imagePath,parameters_conceptA,parameters_conceptB,parameters_colorA,parameters_colorB,parameters_mgLevel,parameters_usLevel,parameters_pairId,parameters_trialIndex,parameters_swapIndex,parameters_tallerSide,parameters_resetButtonLabel,parameters_seconds,parameters_title,parameters_message
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p1_s1_tl","139","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":16,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p6_s1_tl","140","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_heureux"":""DR"",""concept_triste"":""MC""},""conceptA"":{""id"":""concept_heureux"",""text"":""heureux"",""chosenColorCode"":""DR""},""conceptB"":{""id"":""concept_triste"",""text"":""triste"",""chosenColorCode"":""MC""},""responseTime"":6825,""lastEditTime"":6825,""poolOrder"":1,""trialIndex"":26,""pairId"":""MG_LOW_US_LOW_happy_sad_DR_MC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""MC"",""rightColorCode"":""DR"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":148,""shortHeight"":98,""leftHeight"":148,""rightHeight"":98}","undefined","7564","7564","undefined","undefined","undefined","undefined","undefined","undefined","heureux","triste","DR","MC","MG_LOW","US_LOW","MG_LOW_US_LOW_happy_sad_DR_MC","26","1","left","Effacer","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p6_s1_tl","140","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p3_s0_tl","141","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_pêche_(fruit)"":""SR"",""concept_banane"":""MH""},""conceptA"":{""id"":""concept_banane"",""text"":""banane"",""chosenColorCode"":""MH""},""conceptB"":{""id"":""concept_pêche_(fruit)"",""text"":""pêche (fruit)"",""chosenColorCode"":""SR""},""responseTime"":3710,""lastEditTime"":3710,""poolOrder"":0,""trialIndex"":12,""pairId"":""MG_HIGH_US_HIGH_banana_peach_MH_SR"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""MH"",""rightColorCode"":""SR"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":145,""shortHeight"":99,""leftHeight"":145,""rightHeight"":99}","undefined","4439","4439","undefined","undefined","undefined","undefined","undefined","undefined","banane","pêche (fruit)","MH","SR","MG_HIGH","US_HIGH","MG_HIGH_US_HIGH_banana_peach_MH_SR","12","0","left","Effacer","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p3_s0_tl","141","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p9_s0_tr","142","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_mangue"":""MO"",""concept_banane"":""SY""},""conceptA"":{""id"":""concept_banane"",""text"":""banane"",""chosenColorCode"":""SY""},""conceptB"":{""id"":""concept_mangue"",""text"":""mangue"",""chosenColorCode"":""MO""},""responseTime"":4584,""lastEditTime"":4584,""poolOrder"":1,""trialIndex"":37,""pairId"":""MG_LOW_US_HIGH_banana_mango_MO_SY"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""MO"",""rightColorCode"":""SY"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":153,""shortHeight"":99,""leftHeight"":99,""rightHeight"":153}","undefined","5465","5465","undefined","undefined","undefined","undefined","undefined","undefined","banane","mangue","MO","SY","MG_LOW","US_HIGH","MG_LOW_US_HIGH_banana_mango_MO_SY","37","0","right","Effacer","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p9_s0_tr","142","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":17,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p11_s0_tl","143","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_sécurité"":""SG"",""concept_justice"":""BK""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_sécurité"",""text"":""sécurité"",""chosenColorCode"":""SG""},""responseTime"":10363,""lastEditTime"":10363,""poolOrder"":0,""trialIndex"":44,""pairId"":""MG_LOW_US_HIGH_justice_safety_BK_SG"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""BK"",""rightColorCode"":""SG"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":153,""shortHeight"":97,""leftHeight"":153,""rightHeight"":97}","undefined","11095","11095","undefined","undefined","undefined","undefined","undefined","undefined","justice","sécurité","BK","SG","MG_LOW","US_HIGH","MG_LOW_US_HIGH_justice_safety_BK_SG","44","0","left","Effacer","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p11_s0_tl","143","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":5,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":21,""mousedown"":5,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p0_s0_tr","144","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_heureux"":""WH"",""concept_en_colère"":""MH""},""conceptA"":{""id"":""concept_en_colère"",""text"":""en colère"",""chosenColorCode"":""MH""},""conceptB"":{""id"":""concept_heureux"",""text"":""heureux"",""chosenColorCode"":""WH""},""responseTime"":5078,""lastEditTime"":5078,""poolOrder"":0,""trialIndex"":1,""pairId"":""MG_HIGH_US_LOW_angry_happy_MH_WH"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""MH"",""rightColorCode"":""WH"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":147,""shortHeight"":96,""leftHeight"":96,""rightHeight"":147}","undefined","6333","6333","undefined","undefined","undefined","undefined","undefined","undefined","en colère","heureux","MH","WH","MG_HIGH","US_LOW","MG_HIGH_US_LOW_angry_happy_MH_WH","1","0","right","Effacer","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p0_s0_tr","144","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":4,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":16,""mousedown"":5,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p2_s1_tl","145","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_malade"":""DP"",""concept_heureux"":""SO""},""conceptA"":{""id"":""concept_heureux"",""text"":""heureux"",""chosenColorCode"":""SO""},""conceptB"":{""id"":""concept_malade"",""text"":""malade"",""chosenColorCode"":""DP""},""responseTime"":75619,""lastEditTime"":75619,""poolOrder"":1,""trialIndex"":10,""pairId"":""MG_HIGH_US_LOW_happy_sick_DP_SO"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""SO"",""rightColorCode"":""DP"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":148,""shortHeight"":97,""leftHeight"":148,""rightHeight"":97}","undefined","76328","76328","undefined","undefined","undefined","undefined","undefined","undefined","heureux","malade","DP","SO","MG_HIGH","US_LOW","MG_HIGH_US_LOW_happy_sick_DP_SO","10","1","left","Effacer","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p2_s1_tl","145","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p1_s0_tl","146","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_mort"":""DP"",""concept_sécurité"":""DB""},""conceptA"":{""id"":""concept_mort"",""text"":""mort"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_sécurité"",""text"":""sécurité"",""chosenColorCode"":""DB""},""responseTime"":137416,""lastEditTime"":137416,""poolOrder"":1,""trialIndex"":4,""pairId"":""MG_HIGH_US_LOW_death_safety_DB_DP"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""DB"",""rightColorCode"":""DP"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":150,""shortHeight"":95,""leftHeight"":150,""rightHeight"":95}","undefined","138232","138232","undefined","undefined","undefined","undefined","undefined","undefined","mort","sécurité","DB","DP","MG_HIGH","US_LOW","MG_HIGH_US_LOW_death_safety_DB_DP","4","0","left","Effacer","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p1_s0_tl","146","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":10,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p11_s1_tr","147","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_sécurité"":""SG"",""concept_justice"":""BK""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_sécurité"",""text"":""sécurité"",""chosenColorCode"":""SG""},""responseTime"":3369,""lastEditTime"":3369,""poolOrder"":0,""trialIndex"":47,""pairId"":""MG_LOW_US_HIGH_justice_safety_BK_SG"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""SG"",""rightColorCode"":""BK"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":148,""shortHeight"":101,""leftHeight"":101,""rightHeight"":148}","undefined","4141","4141","undefined","undefined","undefined","undefined","undefined","undefined","justice","sécurité","BK","SG","MG_LOW","US_HIGH","MG_LOW_US_HIGH_justice_safety_BK_SG","47","1","right","Effacer","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p11_s1_tr","147","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":12,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p10_s0_tl","148","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_malade"":""MH"",""concept_en_colère"":""SC""},""conceptA"":{""id"":""concept_en_colère"",""text"":""en colère"",""chosenColorCode"":""SC""},""conceptB"":{""id"":""concept_malade"",""text"":""malade"",""chosenColorCode"":""MH""},""responseTime"":3169,""lastEditTime"":3169,""poolOrder"":0,""trialIndex"":40,""pairId"":""MG_LOW_US_HIGH_angry_sick_MH_SC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""MH"",""rightColorCode"":""SC"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":149,""shortHeight"":97,""leftHeight"":149,""rightHeight"":97}","undefined","3973","3973","undefined","undefined","undefined","undefined","undefined","undefined","en colère","malade","MH","SC","MG_LOW","US_HIGH","MG_LOW_US_HIGH_angry_sick_MH_SC","40","0","left","Effacer","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p10_s0_tl","148","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":12,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p6_s1_tr","149","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_heureux"":""DR"",""concept_triste"":""MC""},""conceptA"":{""id"":""concept_heureux"",""text"":""heureux"",""chosenColorCode"":""DR""},""conceptB"":{""id"":""concept_triste"",""text"":""triste"",""chosenColorCode"":""MC""},""responseTime"":5538,""lastEditTime"":5538,""poolOrder"":0,""trialIndex"":27,""pairId"":""MG_LOW_US_LOW_happy_sad_DR_MC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""MC"",""rightColorCode"":""DR"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":152,""shortHeight"":104,""leftHeight"":104,""rightHeight"":152}","undefined","8823","8823","undefined","undefined","undefined","undefined","undefined","undefined","heureux","triste","DR","MC","MG_LOW","US_LOW","MG_LOW_US_LOW_happy_sad_DR_MC","27","1","right","Effacer","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p6_s1_tr","149","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":16,""mousedown"":4,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p9_s1_tl","150","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_banane"":""SY"",""concept_mangue"":""MO""},""conceptA"":{""id"":""concept_banane"",""text"":""banane"",""chosenColorCode"":""SY""},""conceptB"":{""id"":""concept_mangue"",""text"":""mangue"",""chosenColorCode"":""MO""},""responseTime"":4110,""lastEditTime"":4110,""poolOrder"":0,""trialIndex"":38,""pairId"":""MG_LOW_US_HIGH_banana_mango_MO_SY"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""SY"",""rightColorCode"":""MO"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":151,""shortHeight"":98,""leftHeight"":151,""rightHeight"":98}","undefined","4984","4984","undefined","undefined","undefined","undefined","undefined","undefined","banane","mangue","MO","SY","MG_LOW","US_HIGH","MG_LOW_US_HIGH_banana_mango_MO_SY","38","1","left","Effacer","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p9_s1_tl","150","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p1_s0_tr","151","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_mort"":""DP"",""concept_sécurité"":""DB""},""conceptA"":{""id"":""concept_mort"",""text"":""mort"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_sécurité"",""text"":""sécurité"",""chosenColorCode"":""DB""},""responseTime"":45837,""lastEditTime"":45837,""poolOrder"":0,""trialIndex"":5,""pairId"":""MG_HIGH_US_LOW_death_safety_DB_DP"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""DB"",""rightColorCode"":""DP"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":145,""shortHeight"":100,""leftHeight"":100,""rightHeight"":145}","undefined","46566","46566","undefined","undefined","undefined","undefined","undefined","undefined","mort","sécurité","DB","DP","MG_HIGH","US_LOW","MG_HIGH_US_LOW_death_safety_DB_DP","5","0","right","Effacer","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p1_s0_tr","151","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":12,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p4_s1_tr","152","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_paix"":""LB"",""concept_mort"":""DP""},""conceptA"":{""id"":""concept_mort"",""text"":""mort"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_paix"",""text"":""paix"",""chosenColorCode"":""LB""},""responseTime"":3184,""lastEditTime"":3184,""poolOrder"":0,""trialIndex"":19,""pairId"":""MG_HIGH_US_HIGH_death_peace_DP_LB"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""LB"",""rightColorCode"":""DP"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":150,""shortHeight"":97,""leftHeight"":97,""rightHeight"":150}","undefined","3824","3824","undefined","undefined","undefined","undefined","undefined","undefined","mort","paix","DP","LB","MG_HIGH","US_HIGH","MG_HIGH_US_HIGH_death_peace_DP_LB","19","1","right","Effacer","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p4_s1_tr","152","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":10,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p0_s0_tl","153","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_en_colère"":""MH"",""concept_heureux"":""WH""},""conceptA"":{""id"":""concept_en_colère"",""text"":""en colère"",""chosenColorCode"":""MH""},""conceptB"":{""id"":""concept_heureux"",""text"":""heureux"",""chosenColorCode"":""WH""},""responseTime"":3798,""lastEditTime"":3798,""poolOrder"":1,""trialIndex"":0,""pairId"":""MG_HIGH_US_LOW_angry_happy_MH_WH"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""MH"",""rightColorCode"":""WH"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":151,""shortHeight"":101,""leftHeight"":151,""rightHeight"":101}","undefined","5165","5165","undefined","undefined","undefined","undefined","undefined","undefined","en colère","heureux","MH","WH","MG_HIGH","US_LOW","MG_HIGH_US_LOW_angry_happy_MH_WH","0","0","left","Effacer","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p0_s0_tl","153","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":4,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p8_s0_tr","154","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_justice"":""MC"",""concept_paix"":""MO""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""MC""},""conceptB"":{""id"":""concept_paix"",""text"":""paix"",""chosenColorCode"":""MO""},""responseTime"":3390,""lastEditTime"":3390,""poolOrder"":1,""trialIndex"":33,""pairId"":""MG_LOW_US_LOW_justice_peace_MC_MO"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""MC"",""rightColorCode"":""MO"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":148,""shortHeight"":105,""leftHeight"":105,""rightHeight"":148}","undefined","4080","4080","undefined","undefined","undefined","undefined","undefined","undefined","justice","paix","MC","MO","MG_LOW","US_LOW","MG_LOW_US_LOW_justice_peace_MC_MO","33","0","right","Effacer","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p8_s0_tr","154","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":10,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p5_s1_tr","155","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_mort"":""BK"",""concept_justice"":""DB""},""conceptA"":{""id"":""concept_mort"",""text"":""mort"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""DB""},""responseTime"":2660,""lastEditTime"":2660,""poolOrder"":1,""trialIndex"":23,""pairId"":""MG_HIGH_US_HIGH_death_justice_BK_DB"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""DB"",""rightColorCode"":""BK"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":151,""shortHeight"":103,""leftHeight"":103,""rightHeight"":151}","undefined","3912","3912","undefined","undefined","undefined","undefined","undefined","undefined","mort","justice","BK","DB","MG_HIGH","US_HIGH","MG_HIGH_US_HIGH_death_justice_BK_DB","23","1","right","Effacer","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p5_s1_tr","155","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":10,""mousedown"":4,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p3_s0_tr","156","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_pêche_(fruit)"":""SR"",""concept_banane"":""MH""},""conceptA"":{""id"":""concept_banane"",""text"":""banane"",""chosenColorCode"":""MH""},""conceptB"":{""id"":""concept_pêche_(fruit)"",""text"":""pêche (fruit)"",""chosenColorCode"":""SR""},""responseTime"":3951,""lastEditTime"":3951,""poolOrder"":0,""trialIndex"":13,""pairId"":""MG_HIGH_US_HIGH_banana_peach_MH_SR"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""MH"",""rightColorCode"":""SR"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":155,""shortHeight"":103,""leftHeight"":103,""rightHeight"":155}","undefined","4628","4628","undefined","undefined","undefined","undefined","undefined","undefined","banane","pêche (fruit)","MH","SR","MG_HIGH","US_HIGH","MG_HIGH_US_HIGH_banana_peach_MH_SR","13","0","right","Effacer","undefined","undefined","undefined"
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","p3_s0_tr","156","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
